ITEMID,LABEL,ABBREVIATION,UNITNAME,PARAM_TYPE,LOWNORMALVALUE,HIGHNORMALVALUE,LINKSTO,CATEGORY,FLUID,COUNT,USE_IN_BENCHMARK
226170,Head of Bed Measurement,HOB Measurement,Degree,Numeric,,,chartevents,Treatments,,77,0
226180,Sexuality / reproductive problems,Sexuality / reproductive problems,,Checkbox,,,chartevents,Adm History/FHPA,,85865,0
226183,Estimated Energy Needs/Kg,Estimated Energy Needs/Kg,kcal/kg,Numeric,,,chartevents,General,,498,0
226184,Estimated Protein Needs/Kg,Estimated Protein Needs/Kg,g/kg,Numeric,,,chartevents,General,,468,0
226185,ICU Consent Signed,ICU Consent Signed,,Checkbox,,,chartevents,General,,17801,0
226188,Timeout Performed by (Intubation),Timeout Performed by (Intubation),,Text,,,chartevents,Intubation,,0,0
226189,Patient identified correctly by 2 means (Intubation),Patient identified correctly by 2 means (Intubatio,,Text,,,chartevents,Intubation,,0,0
226190,Hand Cleansing prior to procedure (Intubation),Hand Cleansing prior to (Intubation),,Checkbox,,,chartevents,Intubation,,0,0
226191,Barrier precautions in place (Intubation),Barrier precautions in place (Intubation),,Text,,,chartevents,Intubation,,0,0
226221,Enteral Nutrition Ingredient,Enteral Nutrition Ingredient,mL,Ingredient,,,ingredientevents,Ingredients,,227542,0
226222,Insulin Ingredient,Insulin Ingredient,units,Ingredient,,,ingredientevents,Ingredients,,0,0
226224,Propofol Ingredient,Propofol Ingredient,mg,Ingredient,,,ingredientevents,Ingredients,,0,0
226226,Enteral Nutriton Residuals,Enteral Nutriton Residuals,,Numeric,,,chartevents,Nutrition - Enteral,,0,0
226228,Gender,Gender,,Text,,,chartevents,ADT,,0,0
226230,Attending/Supervisor is Clinician Operator (CVL),Attending/Supervisor is Clinician Operator (CVL),,Checkbox,,,chartevents,CVL Insertion,,0,0
226232,Present during key moments and agree with checklist (CVL),Present during procedure/agree w/ checklist (CVL),,Checkbox,,,chartevents,CVL Insertion,,0,0
226236,Temporary Pacemaker Wires Discontinued,Temp Pacemaker Wires Discontinued,,Processes,,,procedureevents,4-Procedures,,1330,0
226237,Open Tracheostomy,Open Tracheostomy,,Processes,,,procedureevents,1-Intubation/Extubation,,26,0
226239,Number of operators (PICC),Number of operators (PICC),,Text,,,chartevents,PICC Line Insertion,,0,0
226253,SpO2 Desat Limit,SpO2 Desat Limit,%,Numeric,,,chartevents,Alarms,,810687,0
226259,ZOn Pressors,ZOn Pressors,,Checkbox,,,chartevents,General,,0,0
226260,Mechanically Ventilated,Mechanically Ventilated,,Checkbox,,,chartevents,General,,0,0
226272,EF (CCO),EF (CCO),%,Numeric,,,chartevents,Hemodynamics,,307,0
226329,Blood Temperature CCO (C),Blood Temp CCO (C),°C,Numeric,,,chartevents,Routine Vital Signs,,174409,0
226361,Pre-Admission/Non-ICU Intake,Pre-Admission/Non-ICU Intake,mL,Solution,,,inputevents,Fluids/Intake,,17008,0
226362,ZGastric/TF Residual Intake,ZGastric/TF Residual Intake,mL,Solution,,,inputevents,Fluids/Intake,,0,0
226363,Cath Lab Intake,Cath Lab Intake,mL,Solution,,,inputevents,Fluids/Intake,,2714,0
226364,OR Crystalloid Intake,OR Crystalloid Intake,mL,Solution,,,inputevents,Fluids/Intake,,23616,0
226365,OR Colloid Intake,OR Colloid Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,2458,0
226366,OR Intake_ingr,OR Intake_ingr,mL,Ingredient,,,ingredientevents,Ingredients,,46074,0
226367,OR FFP Intake,OR FFP Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,2884,0
226368,OR Packed RBC Intake,OR Packed RBC Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,5784,0
226369,OR Platelet Intake,OR Platelet Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,2552,0
226370,OR Autologous Blood Intake,OR Autologous Blood Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,214,0
226371,OR Cryoprecipitate Intake,OR Cryoprecipitate Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,682,0
226372,OR Cell Saver Intake,OR Cell Saver Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,7884,0
226374,PACU Intake_ingr,PACU Intake_ingr,mL,Ingredient,,,ingredientevents,Ingredients,,3152,0
226375,PACU Crystalloid Intake,PACU Crystalloid Intake,mL,Solution,,,inputevents,Fluids/Intake,,2707,0
226376,PACU Colloid Intake,PACU Colloid Intake,mL,Solution,,,inputevents,Blood Products/Colloids,,271,0
226377,PACU PO Intake,PACU PO Intake,mL,Solution,,,inputevents,Fluids/Intake,,174,0
226401,GU Irrigant - Normal Saline,GU Irrigant - Normal Saline,mL,Solution,,,inputevents,Fluids/Intake,,0,0
226402,GU Irrigant - Sterile Water,GU Irrigant - Sterile Water,mL,Solution,,,inputevents,Fluids/Intake,,0,0
226403,GU Irrigant - Amphotericin B,GU Irrigant - Amphotericin B,mL,Solution,,,inputevents,Fluids/Intake,,0,0
226407,GU Irrigant Intake Ingredient,GU Irrigant Intake Ingredient,mL,Ingredient,,,ingredientevents,Ingredients,,0,0
226429,ETT Type (Intubation),ETT Type (Intubation),,Text,,,chartevents,Intubation,,0,0
226430,Complications (Intubation),Complications (Intubation),,Text,,,chartevents,Intubation,,0,0
226431,Verification of (Intubation),Verification of (Intubation),,Text,,,chartevents,Intubation,,0,0
226432,Drugs (Intubation),Drugs (Intubation),,Text,,,chartevents,Intubation,,0,0
226439,Complications (PACEN),Complications (PACEN),,Text,,,chartevents,Paracentesis,,0,0
226443,Complications (LP),Complications (LP),,Text,,,chartevents,Lumbar Puncture,,0,0
226452,PO Intake,PO Intake,mL,Solution,,,inputevents,Fluids/Intake,,499439,0
226453,GT Flush,GT Flush,mL,Solution,,,inputevents,Fluids/Intake,,287031,0
226457,Ultrafiltrate Output,Ultrafiltrate Output,mL,Numeric,,,chartevents,Dialysis,,365849,0
226473,Blood Transfusion Consent,Blood Transfusion Consent,,Checkbox,,,chartevents,General,,6997,0
226474,ICP Bolt Inserted,ICP Bolt Inserted,,Processes,,,procedureevents,4-Procedures,,76,0
226475,Intraventricular Drain Inserted,Intraventricular Drain Inserted,,Processes,,,procedureevents,4-Procedures,,198,0
226476,Esophogeal Balloon,Esophogeal Balloon,,Processes,,,procedureevents,4-Procedures,,213,0
226477,Temporary Pacemaker Wires Inserted,Temporary Pacemaker Wires Inserted,,Processes,,,procedureevents,4-Procedures,,130,0
226479,Ectopy Type 2,Ectopy Type 2,,Text,,,chartevents,Routine Vital Signs,,71558,0
226480,Ectopy Frequency 2,Ectopy Frequency 2,,Text,,,chartevents,Routine Vital Signs,,43913,0
226482,Blood Clot Outdates,Blood Clot Outdates,,Date and time,,,datetimeevents,Labs,,0,0
226499,Hemodialysis Output,Hemodialysis Output,mL,Numeric,,,chartevents,Dialysis,,7073,0
226504,Phenytoin (Free),Phenytoin (Free),,Numeric,,,chartevents,Labs,,347,0
226506,PO Intake_Ingr,PO Intake_Ingr,mL,Ingredient,,,ingredientevents,Ingredients,,0,0
226509,Blood Ingredient,Blood Ingredient,mL,Ingredient,,,ingredientevents,Ingredients,,181035,0
226515,Date of Birth,DOB,,Date and time,,,datetimeevents,ADT,,0,0
226516,Discharge Date/Time,Discharge Date/Time,,Date and time,,,datetimeevents,ADT,,0,0
226518,Expected Discharge Date,Expected Discharge Date,,Date and time,,,datetimeevents,ADT,,0,0
226523,Barrier precautions in place (A-Line),Barrier precautions in place (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226524,Complications (A-Line),Complications (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226525,Indications (A-Line),Indications (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226526,Patient identified correctly (A-Line),Patient identified correctly (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226527,Timeout performed by (A-Line),Timeout performed by (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226528,Verification of (A-Line),Verification of (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
226532,Organ Bank Notified,Organ Bank Notified,,Date and time,,,datetimeevents,General,,0,0
226534,Sodium (whole blood),Sodium (whole blood),,Numeric,,,chartevents,Labs,,72755,0
226535,ZPotassium (whole blood),ZPotassium (whole blood),,Numeric,,,chartevents,Labs,,0,0
226536,Chloride (whole blood),Chloride (whole blood),,Numeric,,,chartevents,Labs,,39281,0
226537,Glucose (whole blood),Glucose (whole blood),,Numeric,,,chartevents,Labs,,204656,0
226540,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),,Numeric,,,chartevents,Labs,,74249,0
226541,ScvO2 Central Venous O2% Sat,ScvO2 Central Venous O2% Sat,,Numeric,,,chartevents,Labs,,40,0
226545,Race,Race,,Text,,,chartevents,ADT,,0,0
226566,Urine and GU Irrigant Out,Urine and GU Irrigant Out,mL,Numeric,,,outputevents,Output,,0,0
226569,Anderson (gastric),Anderson (gastric),mL,Numeric,,,outputevents,Output,,19,0
226570,Blakemore,Blakemore,mL,Numeric,,,outputevents,Output,,145,0
226571,Emesis,Emesis,mL,Numeric,,,outputevents,Output,,11775,0
226572,Ewald,Ewald,mL,Numeric,,,outputevents,Output,,17,0
226573,Gastric Tube,Gastric Tube,mL,Numeric,,,outputevents,Output,,12547,0
226574,Jejunostomy,Jejunostomy,mL,Numeric,,,outputevents,Output,,1022,0
226575,Nasogastric,Nasogastric,mL,Numeric,,,outputevents,Output,,39137,0
226576,Oral Gastric,Oral Gastric,mL,Numeric,,,outputevents,Output,,33816,0
226579,Stool,Stool,mL,Numeric,,,outputevents,Output,,19417,0
226580,Fecal Bag,Fecal Bag,mL,Numeric,,,outputevents,Output,,22519,0
226582,Ostomy (output),Ostomy (output),mL,Numeric,,,outputevents,Output,,19954,0
226583,Rectal Tube,Rectal Tube,mL,Numeric,,,outputevents,Output,,11175,0
226584,Ileoconduit,Ileoconduit,mL,Numeric,,,outputevents,Output,,8906,0
226586,Stool Estimate,Stool Estimate,,Text,,,outputevents,Output,,0,0
226588,Chest Tube #1,Chest Tube #1,mL,Numeric,,,outputevents,Output,,344639,0
226589,Chest Tube #2,Chest Tube #2,mL,Numeric,,,outputevents,Output,,48105,0
226590,L Pleural #1,L Pleural #1,mL,Numeric,,,outputevents,Output,,13607,0
226591,L Pleural #2,L Pleural #2,mL,Numeric,,,outputevents,Output,,1312,0
226592,Mediastinal,Mediastinal,mL,Numeric,,,outputevents,Output,,15458,0
226593,R Pleural #1,R Pleural #1,mL,Numeric,,,outputevents,Output,,12008,0
226595,R Pleural #2,R Pleural #2,mL,Numeric,,,outputevents,Output,,1158,0
226597,JP Medial,JP Medial,mL,Numeric,,,outputevents,Drains,,19579,0
226598,JP Lateral,JP Lateral,mL,Numeric,,,outputevents,Drains,,17666,0
226599,Jackson Pratt #1,Jackson Pratt #1,mL,Numeric,,,outputevents,Drains,,78738,0
226600,Jackson Pratt #2,Jackson Pratt #2,mL,Numeric,,,outputevents,Drains,,29729,0
226601,Jackson Pratt #3,Jackson Pratt #3,mL,Numeric,,,outputevents,Drains,,11157,0
226602,Jackson Pratt #4,Jackson Pratt #4,mL,Numeric,,,outputevents,Drains,,3813,0
226603,T Tube,T Tube,mL,Numeric,,,outputevents,Drains,,3999,0
226604,Hemovac #1,Hemovac #1,mL,Numeric,,,outputevents,Drains,,5857,0
226605,Hemovac #2,Hemovac #2,mL,Numeric,,,outputevents,Drains,,875,0
226606,Cerebral Ventricular #1,Cerebral Ventricular #1,mL,Numeric,,,outputevents,Drains,,143674,0
226607,Cerebral Ventricular #2,Cerebral Ventricular #2,mL,Numeric,,,outputevents,Drains,,7299,0
226608,Cerebral Subdural #1,Cerebral Subdural #1,mL,Numeric,,,outputevents,Drains,,5385,0
226609,Cerebral Subdural #2,Cerebral Subdural #2,mL,Numeric,,,outputevents,Drains,,503,0
226610,Lumbar,Lumbar,mL,Numeric,,,outputevents,Drains,,19940,0
226612,Pericardial,Pericardial,mL,Numeric,,,outputevents,Drains,,4601,0
226613,Wound Vac #1,Wound Vac #1,mL,Numeric,,,outputevents,Drains,,26775,0
226614,Wound Vac #2,Wound Vac #2,mL,Numeric,,,outputevents,Drains,,1308,0
226616,Anderson,Anderson,mL,Numeric,,,outputevents,Drains,,23,0
226617,Sump #1,Sump #1,mL,Numeric,,,outputevents,Drains,,1507,0
226618,Sump #2,Sump #2,mL,Numeric,,,outputevents,Drains,,329,0
226619,Pigtail #1,Pigtail #1,mL,Numeric,,,outputevents,Drains,,8659,0
226620,Pigtail #2,Pigtail #2,mL,Numeric,,,outputevents,Drains,,2475,0
226621,Davol,Davol,mL,Numeric,,,outputevents,Drains,,55,0
226622,Red Rubber,Red Rubber,mL,Numeric,,,outputevents,Drains,,371,0
226623,Penrose #1,Penrose #1,mL,Numeric,,,outputevents,Drains,,367,0
226624,Penrose #2,Penrose #2,mL,Numeric,,,outputevents,Drains,,94,0
226625,Tap,Tap,mL,Numeric,,,outputevents,Drains,,1443,0
226626,OR EBL,OR EBL,mL,Numeric,,,outputevents,Output,,13460,0
226628,PACU Drains,PACU Drains,mL,Numeric,,,outputevents,Output,,851,0
226629,PACU EBL,PACU EBL,mL,Numeric,,,outputevents,Output,,600,0
226630,PACU Gastric,PACU Gastric,mL,Numeric,,,outputevents,Output,,263,0
226632,Cath Lab,Cath Lab,mL,Numeric,,,outputevents,Output,,1384,0
226633,Pre-Admission,Pre-Admission,mL,Numeric,,,outputevents,Output,,14852,0
226713,Incontinent/voids (estimate),Incontinent/voids (estimate),,Text,,,outputevents,Output,,0,0
226719,Last menses,Last menses,,Date and time,,,datetimeevents,Adm History/FHPA,,2469,0
226724,Hospital Admit Date,Hospital Admit Date,,Date and time,,,datetimeevents,ADT,,0,0
226732,O2 Delivery Device(s),O2 Delivery Device(s),,Text,,,chartevents,Respiratory,,2069683,0
226737,AaDO2ApacheIIValue,AaDO2ApacheIIValue,mmHg,Numeric,,,chartevents,Scores - APACHE II,,9,0
226738,AgeApacheIIScore,AgeApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,20,0
226739,AgeApacheIIValue,AgeApacheIIValue,years,Numeric,,,chartevents,Scores - APACHE II,,18,0
226740,APACHE II Diagnosistic weight factors - Medical,Diagnostic weight category - Medical,,Text,,,chartevents,Scores - APACHE II,,0,0
226741,APACHE II Diagnosistic weight factors - Surgical emergency,Diagnosistic weight categories - Surgical emergenc,,Text,,,chartevents,Scores - APACHE II,,0,0
226742,APACHE II Diagnosistic weight factors - Surgical,Diagnosistic weight categories - Surgical,,Text,,,chartevents,Scores - APACHE II,,0,0
226743,APACHE II,APACHE II,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226744,APACHE II PDR - Adjusted,APACHE II PDR - Adjusted,%,Numeric,,,chartevents,Scores - APACHE II,,19,0
226745,APACHE II Predecited Death Rate,APACHE II PDR,%,Numeric,,,chartevents,Scores - APACHE II,,23,0
226746,ApacheII chronic health,ApacheII chronic health,,Text,,,chartevents,Scores - APACHE II,,0,0
226747,APACHEII-Chronic health points,APACHEII-Chp,,Text,,,chartevents,Scores - APACHE II,,0,0
226748,APACHEII-Renal failure,APACHEII-Renal failure,,Checkbox,,,chartevents,Scores - APACHE II,,20,0
226749,ChpApacheIIScore,ChpApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,15,0
226750,Chronic Dilaysis,Chronic Dilaysis,,Checkbox,,,chartevents,Scores - APACHE IV (2),,0,0
226751,CreatinineApacheIIScore,CreatinineApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226752,CreatinineApacheIIValue,CreatinineApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,16,0
226753,DswfApacheScore,DswfApacheScore,,Numeric,,,chartevents,Scores - APACHE II,,15,0
226754,FiO2ApacheIIValue,FiO2ApacheIIValue,%,Numeric,,,chartevents,Scores - APACHE II,,13,0
226755,GcsApacheIIScore,GcsApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226756,GCSEyeApacheIIValue,GCSEyeApacheIIValue,,Text,,,chartevents,Scores - APACHE II,,18,0
226757,GCSMotorApacheIIValue,GCSMotorApacheIIValue,,Text,,,chartevents,Scores - APACHE II,,18,0
226758,GCSVerbalApacheIIValue,GCSVerbalApacheIIValue,,Text,,,chartevents,Scores - APACHE II,,18,0
226759,HCO3ApacheIIValue,HCO3ApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,16,0
226760,HCO3Score,HCO3Score,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226761,HematocritApacheIIScore,HematocritApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226762,HematocritApacheIIValue,HematocritApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,17,0
226763,HrApacheIIScore,HrApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226764,HrApacheIIValue,HrApacheIIValue,bpm,Numeric,,,chartevents,Scores - APACHE II,,18,0
226765,MapApacheIIScore,MapApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226766,MapApacheIIValue,MapApacheIIValue,mmHg,Numeric,,,chartevents,Scores - APACHE II,,18,0
226767,OxygenApacheIIScore,OxygenApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226768,PhApacheIIScore,PhApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226769,PHApacheIIValue,PHApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,14,0
226770,PO2ApacheIIValue,PO2ApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,0,0
226771,PotassiumApacheIIScore,PotassiumApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226772,PotassiumApacheIIValue,PotassiumApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,17,0
226773,RrApacheIIScore,RrApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226774,RRApacheIIValue,RRApacheIIValue,insp/min,Numeric,,,chartevents,Scores - APACHE II,,18,0
226775,SodiumApacheIIScore,SodiumApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226776,SodiumApacheIIValue,SodiumApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,17,0
226777,TempApacheIIScore,TempApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226778,TempApacheIIValue,TempApacheIIValue,°F,Numeric,,,chartevents,Scores - APACHE II,,18,0
226779,WbcApacheIIScore,WbcApacheIIScore,,Numeric,,,chartevents,Scores - APACHE II,,19,0
226780,WBCApacheIIValue,WBCApacheIIValue,,Numeric,,,chartevents,Scores - APACHE II,,17,0
226814,Known difficult intubation,Known difficult intubation,,Text,,,chartevents,Respiratory,,472159,0
226815,Airway problems,Airway problems,,Text,,,chartevents,Respiratory,,2318,0
226846,Feeding Weight,Feeding Weight,kg,Numeric,,,chartevents,General,,7713,0
226849,RA (mean) pressure (PA Line),RA (mean) pressure (PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226850,RV systolic pressure(PA Line),RV systolic pressure(PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226851,RV diastolic pressure(PA Line),RV diastolic pressure(PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226852,PA systolic pressure(PA Line),PA systolic pressure(PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226853,PA diastolic pressure(PA Line),PA diastolic pressure(PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226854,PCWP (v wave) (PA Line),PCWP (v wave) (PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226855,PCWP (mean) (PA Line),PCWP (mean) (PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226857,PA mean pressure (PA Line),PA mean pressure (PA Line),mmHg,Numeric,,,chartevents,PA Line Insertion,,0,0
226858,CO pressure (PA Line),CO pressure (PA Line),L/min,Numeric,,,chartevents,PA Line Insertion,,0,0
226859,CI pressure (PA Line),CI pressure (PA Line),L/min/m2,Numeric,,,chartevents,PA Line Insertion,,0,0
226860,RA %O2 Saturation (PA Line),RA %O2 Saturation (PA Line),%,Numeric,,,chartevents,PA Line Insertion,,0,0
226861,ART %O2 saturation (PA Line),ART %O2 saturation (PA Line),%,Numeric,,,chartevents,PA Line Insertion,,0,0
226862,PA %O2 Saturation (PA Line),PA %O2 Saturation (PA Line),%,Numeric,,,chartevents,PA Line Insertion,,0,0
226863,PVR %O2 Saturation (PA Line),PVR %O2 Saturation (PA Line),dynes*sec/cm5,Numeric,,,chartevents,PA Line Insertion,,0,0
226865,SVR %O2 Saturation (PA Line),SVR %O2 Saturation (PA Line),dynes*sec/cm5,Numeric,,,chartevents,PA Line Insertion,,0,0
226871,Expiratory Ratio,Expiratory Ratio,,Numeric,,,chartevents,Respiratory,,231175,0
226873,Inspiratory Ratio,Inspiratory Ratio,,Numeric,,,chartevents,Respiratory,,230430,0
226875,Ensure (3/4),Ensure (3/4),mL,Solution,,,inputevents,Nutrition - Enteral,,1,0
226876,Ensure (1/2),Ensure (1/2),mL,Solution,,,inputevents,Nutrition - Enteral,,0,0
226877,Ensure Plus (Full),Ensure Plus (Full),mL,Solution,,,inputevents,Nutrition - Enteral,,212,0
226878,Ensure Plus (3/4),Ensure Plus (3/4),mL,Solution,,,inputevents,Nutrition - Enteral,,0,0
226879,Ensure Plus (1/2),Ensure Plus (1/2),mL,Solution,,,inputevents,Nutrition - Enteral,,0,0
226880,Nutren Pulmonary (Full),Nutren Pulmonary (Full),mL,Solution,,,inputevents,Nutrition - Enteral,,6004,0
226881,Nutren Pulmonary (3/4),Nutren Pulmonary (3/4),mL,Solution,,,inputevents,Nutrition - Enteral,,13,0
226882,Nutren Pulmonary (1/2),Nutren Pulmonary (1/2),mL,Solution,,,inputevents,Nutrition - Enteral,,43,0
226889,Legal Guardian,Legal Guardian,,Checkbox,,,chartevents,General,,13933,0
226892,Re-admit < 48 hours,Re-admit < 48 hours,,Checkbox,,,chartevents,General,,0,0
226893,Coefficient Hospital Mortality,Coefficient Hospital Mortality,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
226894,Coefficient ICU length of stay,Coefficient ICU length of stay,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
226979,Admission location,Admission location,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
226980,AgeScore_ApacheIV,AgeScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226981,Albumin_ApacheIV,Albumin_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,4,0
226982,AlbuminScore_ApacheIV,AlbuminScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226983,Apache IV A-aDO2,Apache IV A-aDO2,,Numeric,,,chartevents,Scores - APACHE IV (2),,2,0
226984,Apache IV Age,Apache IV Age,years,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226985,APACHE IV diagnosis choice 1,APACHE IV diagnosis choice 1,,Text,,,chartevents,Scores - APACHE IV,,0,0
226986,APACHE IV diagnosis choice 2,APACHE IV diagnosis choice 2,,Text,,,chartevents,Scores - APACHE IV,,0,0
226987,APACHE IV diagnosis,APACHE IV diagnosis,,Text,,,chartevents,Scores - APACHE IV,,0,0
226988,APACHE IV main groups non-operative,APACHE IV main group non-operatives,,Text,,,chartevents,Scores - APACHE IV,,0,0
226989,APACHE IV main groups operative,APACHE IV main group operative,,Text,,,chartevents,Scores - APACHE IV,,0,0
226990,Apache IV PaFiRatio,Apache IV PaFiRatio,,Numeric,,,chartevents,Scores - APACHE IV (2),,7,0
226991,APACHEIII,APACHEIII,,Numeric,,,chartevents,Scores - APACHE IV (2),,13,0
226993,ApacheIV_LOS,ApacheIV_LOS,%,Numeric,,,chartevents,Scores - APACHE IV (2),,13,0
226994,ApacheIV_Mortality prediction,ApacheIV_Mortality prediction,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226995,ApacheIV_Natural antilog,ApacheIV_Natural antilog,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226996,APS,APS,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
226997,ARF,ARF,,Checkbox,,,chartevents,Scores - APACHE IV (2),,2,0
226998,Bilirubin_ApacheIV,Bilirubin_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,7,0
226999,BiliScore_ApacheIV,BiliScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227000,BUN_ApacheIV,BUN_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227001,BunScore_ApacheIV,BunScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227002,CABG Patient,CABG Patient,,Checkbox,,,chartevents,Scores - APACHE IV (2),,0,0
227003,Chronic health on admission,Chronic health on admission,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
227004,ChronicScore_ApacheIV,ChronicScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227005,Creatinine_ApacheIV,Creatinine_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227006,CreatScore_ApacheIV,CreatScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227007,Diabetes,Diabetes,,Checkbox,,,chartevents,Scores - APACHE IV (2),,0,0
227008,Ejection Fraction,Ejection Fraction,%,Numeric,0,,chartevents,Scores - APACHE IV (2),,0,0
227009,FiO2_ApacheIV_old,FiO2_ApacheIV_old,,Numeric,,,chartevents,Scores - APACHE IV (2),,0,0
227010,FiO2_ApacheIV,FiO2_ApacheIV,%,Numeric,,,chartevents,Scores - APACHE IV (2),,6,0
227011,GCSEye_ApacheIV,GCSEye_ApacheIV,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
227012,GCSMotor_ApacheIV,GCSMotor_ApacheIV,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
227013,GcsScore_ApacheIV,GcsScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227014,GCSVerbal_ApacheIV,GCSVerbal_ApacheIV,,Text,,,chartevents,Scores - APACHE IV (2),,0,0
227015,Glucose_ApacheIV,Glucose_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227016,GlucoseScore_ApacheIV,GlucoseScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227017,Hematocrit_ApacheIV,Hematocrit_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227018,HR_ApacheIV,HR_ApacheIV,bpm,Numeric,,,chartevents,Scores - APACHE IV (2),,7,0
227019,HrScore_ApacheIV,HrScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227020,HtScore_ApacheIV,HtScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227021,Intubated_ApacheIV,Intubated_ApacheIV,,Checkbox,,,chartevents,Scores - APACHE IV (2),,8,0
227022,LOS pre-ICU admission,LOS pre-ICU admission,,Numeric,,,chartevents,Scores - APACHE IV (2),,0,0
227023,MAP_ApacheIV,MAP_ApacheIV,mmHg,Numeric,,,chartevents,Scores - APACHE IV (2),,7,0
227024,MapScore_ApacheIV,MapScore_ApacheIV,,Numeric,,,chartevents,Scores - APACHE IV (2),,8,0
227025,Non-Operative Cardiovascular (CARDIOVASC),Cardiovascular Non-Operative,,Text,,,chartevents,Scores - APACHE IV,,0,0
227026,Non-Operative Gastrointestinal (GI),Gastrointestinal Non-Operative,,Text,,,chartevents,Scores - APACHE IV,,0,0
227027,Non-Operative Genitourinary (GENITOURIN),Genitourinary Non-Operative,,Text,,,chartevents,Scores - APACHE IV,,0,0
